Main_Feature,Province,Sub_Feature,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2021,2022,Sơ bộ 2022
Chỉ số phát triển con người phân theo địa phương,Lạng Sơn,,,,,,,,,,,,,,,,,,"0,667","0,668","0,674","0,678",,,"0,692"
Chỉ số phát triển con người phân theo địa phương,Bắc Giang,,,,,,,,,,,,,,,,,,"0,691","0,702","0,714","0,720",,,"0,737"
Chỉ số phát triển con người phân theo địa phương,Phú Thọ,,,,,,,,,,,,,,,,,,"0,691","0,697","0,703","0,710",,,"0,724"
Chỉ số phát triển con người phân theo địa phương,Điện Biên,,,,,,,,,,,,,,,,,,"0,588","0,589","0,602","0,610",,,"0,618"
Chỉ số phát triển con người phân theo địa phương,Lai Châu,,,,,,,,,,,,,,,,,,"0,571","0,576","0,582","0,600",,,"0,600"
Chỉ số phát triển con người phân theo địa phương,Sơn La,,,,,,,,,,,,,,,,,,"0,616","0,622","0,633","0,636",,,"0,646"
Chỉ số phát triển con người phân theo địa phương,Hòa Bình,,,,,,,,,,,,,,,,,,"0,686","0,692","0,697","0,702",,,"0,729"
Chỉ số phát triển con người phân theo địa phương,Thanh Hóa,,,,,,,,,,,,,,,,,,"0,679","0,689","0,697","0,709",,,"0,726"
Chỉ số phát triển con người phân theo địa phương,Nghệ An,,,,,,,,,,,,,,,,,,"0,683","0,686","0,696","0,700",,,"0,711"
Chỉ số phát triển con người phân theo địa phương,Hà Tĩnh,,,,,,,,,,,,,,,,,,"0,703","0,712","0,713","0,721",,,"0,730"
Chỉ số phát triển con người phân theo địa phương,Quảng Bình,,,,,,,,,,,,,,,,,,"0,676","0,681","0,690","0,694",,,"0,704"
Chỉ số phát triển con người phân theo địa phương,Quảng Trị,,,,,,,,,,,,,,,,,,"0,659","0,664","0,671","0,682",,,"0,694"
Chỉ số phát triển con người phân theo địa phương,Thừa Thiên - Huế,,,,,,,,,,,,,,,,,,"0,664","0,685","0,681","0,697",,,"0,704"
Chỉ số phát triển con người phân theo địa phương,Đà Nẵng,,,,,,,,,,,,,,,,,,"0,773","0,788","0,779","0,790",,,"0,800"
Chỉ số phát triển con người phân theo địa phương,Quảng Nam,,,,,,,,,,,,,,,,,,"0,696","0,702","0,703","0,710",,,"0,728"
Chỉ số phát triển con người phân theo địa phương,Quảng Ngãi,,,,,,,,,,,,,,,,,,"0,693","0,696","0,694","0,713",,,"0,724"
Chỉ số phát triển con người phân theo địa phương,Bình Định,,,,,,,,,,,,,,,,,,"0,681","0,691","0,702","0,707",,,"0,722"
Chỉ số phát triển con người phân theo địa phương,Phú Yên,,,,,,,,,,,,,,,,,,"0,666","0,676","0,683","0,693",,,"0,699"
Chỉ số phát triển con người phân theo địa phương,Khánh Hòa,,,,,,,,,,,,,,,,,,"0,702","0,712","0,707","0,716",,,"0,736"
Chỉ số phát triển con người phân theo địa phương,Ninh Thuận,,,,,,,,,,,,,,,,,,"0,637","0,652","0,654","0,671",,,"0,683"
Chỉ số phát triển con người phân theo địa phương,Bình Thuận,,,,,,,,,,,,,,,,,,"0,659","0,681","0,684","0,692",,,"0,703"
Chỉ số phát triển con người phân theo địa phương,Kon Tum,,,,,,,,,,,,,,,,,,"0,610","0,624","0,640","0,645",,,"0,658"
Chỉ số phát triển con người phân theo địa phương,Gia Lai,,,,,,,,,,,,,,,,,,"0,618","0,622","0,624","0,642",,,"0,663"
Chỉ số phát triển con người phân theo địa phương,Đắk Lắk,,,,,,,,,,,,,,,,,,"0,636","0,654","0,648","0,680",,,"0,682"
Chỉ số phát triển con người phân theo địa phương,Đắk Nông,,,,,,,,,,,,,,,,,,"0,643","0,646","0,657","0,672",,,"0,684"
Chỉ số phát triển con người phân theo địa phương,Lâm Đồng,,,,,,,,,,,,,,,,,,"0,681","0,691","0,698","0,706",,,"0,715"
Chỉ số phát triển con người phân theo địa phương,Bình Phước,,,,,,,,,,,,,,,,,,"0,664","0,678","0,686","0,690",,,"0,709"
Chỉ số phát triển con người phân theo địa phương,Tây Ninh,,,,,,,,,,,,,,,,,,"0,668","0,681","0,685","0,691",,,"0,703"
Chỉ số phát triển con người phân theo địa phương,Bình Dương,,,,,,,,,,,,,,,,,,"0,733","0,740","0,736","0,745",,,"0,756"
Chỉ số phát triển con người phân theo địa phương,Đồng Nai,,,,,,,,,,,,,,,,,,"0,742","0,749","0,753","0,759",,,"0,766"
Chỉ số phát triển con người phân theo địa phương,Bà Rịa - Vũng Tàu,,,,,,,,,,,,,,,,,,"0,789","0,799","0,793","0,799",,,"0,821"
Chỉ số phát triển con người phân theo địa phương,TP. Hồ Chí Minh,,,,,,,,,,,,,,,,,,"0,786","0,798","0,795","0,797",,,"0,811"
Chỉ số phát triển con người phân theo địa phương,Long An,,,,,,,,,,,,,,,,,,"0,691","0,698","0,702","0,709",,,"0,720"
Chỉ số phát triển con người phân theo địa phương,Tiền Giang,,,,,,,,,,,,,,,,,,"0,673","0,678","0,679","0,687",,,"0,698"
Chỉ số phát triển con người phân theo địa phương,Bến Tre,,,,,,,,,,,,,,,,,,"0,650","0,659","0,664","0,668",,,"0,683"
Chỉ số phát triển con người phân theo địa phương,Trà Vinh,,,,,,,,,,,,,,,,,,"0,658","0,669","0,673","0,681",,,"0,693"
Chỉ số phát triển con người phân theo địa phương,Vĩnh Long,,,,,,,,,,,,,,,,,,"0,685","0,694","0,699","0,702",,,"0,713"
Chỉ số phát triển con người phân theo địa phương,Đồng Tháp,,,,,,,,,,,,,,,,,,"0,652","0,665","0,670","0,677",,,"0,689"
Chỉ số phát triển con người phân theo địa phương,An Giang,,,,,,,,,,,,,,,,,,"0,636","0,643","0,651","0,656",,,"0,663"
Chỉ số phát triển con người phân theo địa phương,Kiên Giang,,,,,,,,,,,,,,,,,,"0,650","0,656","0,658","0,674",,,"0,683"
Chỉ số phát triển con người phân theo địa phương,Cần Thơ,,,,,,,,,,,,,,,,,,"0,704","0,724","0,719","0,723",,,"0,742"
Chỉ số phát triển con người phân theo địa phương,Hậu Giang,,,,,,,,,,,,,,,,,,"0,654","0,664","0,674","0,686",,,"0,693"
Chỉ số phát triển con người phân theo địa phương,Sóc Trăng,,,,,,,,,,,,,,,,,,"0,638","0,640","0,647","0,655",,,"0,668"
Chỉ số phát triển con người phân theo địa phương,Bạc Liêu,,,,,,,,,,,,,,,,,,"0,642","0,648","0,652","0,659",,,"0,670"
Chỉ số phát triển con người phân theo địa phương,Cà Mau,,,,,,,,,,,,,,,,,,"0,659","0,661","0,668","0,672",,,"0,687"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,CẢ NƯỚC,,,,,,,,,,,,,,,,,,,,,"3,10",,,"2,21"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Đồng bằng sông Hồng,,,,,,,,,,,,,,,,,,,,,"1,92",,,"0,93"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Hà Nội,,,,,,,,,,,,,,,,,,,,,"1,43",,,"0,64"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Vĩnh Phúc,,,,,,,,,,,,,,,,,,,,,"1,54",,,"0,67"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Bắc Ninh,,,,,,,,,,,,,,,,,,,,,"1,31",,,"1,09"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Quảng Ninh,,,,,,,,,,,,,,,,,,,,,"0,16",,,"0,11"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Hải Dương,,,,,,,,,,,,,,,,,,,,,"1,63",,,"1,08"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Hải Phòng,,,,,,,,,,,,,,,,,,,,,"2,25",,,"1,48"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Hưng Yên,,,,,,,,,,,,,,,,,,,,,"3,83",,,"3,60"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Thái Bình,,,,,,,,,,,,,,,,,,,,,"0,53",,,"0,43"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Hà Nam,,,,,,,,,,,,,,,,,,,,,"0,49",,,"1,71"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Nam Định,,,,,,,,,,,,,,,,,,,,,"2,01",,,"0,75"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Ninh Bình,,,,,,,,,,,,,,,,,,,,,"1,11",,,"0,21"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Trung du và miền núi phía Bắc,,,,,,,,,,,,,,,,,,,,,"1,50",,,"2,18"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Hà Giang,,,,,,,,,,,,,,,,,,,,,"1,41",,,"1,07"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Cao Bằng,,,,,,,,,,,,,,,,,,,,,"5,52",,,"3,64"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Bắc Kạn,,,,,,,,,,,,,,,,,,,,,"3,98",,,"4,05"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Tuyên Quang,,,,,,,,,,,,,,,,,,,,,"3,03",,,"2,86"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Lào Cai,,,,,,,,,,,,,,,,,,,,,"0,76",,,"0,62"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Yên Bái,,,,,,,,,,,,,,,,,,,,,"2,37",,,"1,61"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Thái Nguyên,,,,,,,,,,,,,,,,,,,,,"3,32",,,"4,07"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Lạng Sơn,,,,,,,,,,,,,,,,,,,,,"3,62",,,"4,30"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Bắc Giang,,,,,,,,,,,,,,,,,,,,,"0,70",,,"1,84"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Phú Thọ,,,,,,,,,,,,,,,,,,,,,"1,67",,,"1,76"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Điện Biên,,,,,,,,,,,,,,,,,,,,,"0,63",,,"3,77"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Lai Châu,,,,,,,,,,,,,,,,,,,,,"1,21",,,"1,02"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Sơn La,,,,,,,,,,,,,,,,,,,,,"0,38",,,"0,32"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Hòa Bình,,,,,,,,,,,,,,,,,,,,,"3,12",,,"2,22"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Bắc Trung Bộ và duyên hải miền Trung,,,,,,,,,,,,,,,,,,,,,"3,66",,,"3,05"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Thanh Hóa,,,,,,,,,,,,,,,,,,,,,"1,83",,,"1,09"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Nghệ An,,,,,,,,,,,,,,,,,,,,,"3,88",,,"3,67"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Hà Tĩnh,,,,,,,,,,,,,,,,,,,,,"3,14",,,"2,63"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Quảng Bình,,,,,,,,,,,,,,,,,,,,,"3,58",,,"2,60"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Quảng Trị,,,,,,,,,,,,,,,,,,,,,"4,81",,,"3,30"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Thừa Thiên - Huế,,,,,,,,,,,,,,,,,,,,,"1,82",,,"1,98"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Đà Nẵng,,,,,,,,,,,,,,,,,,,,,"5,89",,,"5,19"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Quảng Nam,,,,,,,,,,,,,,,,,,,,,"3,83",,,"5,19"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Quảng Ngãi,,,,,,,,,,,,,,,,,,,,,"5,21",,,"4,39"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Bình Định,,,,,,,,,,,,,,,,,,,,,"2,16",,,"1,79"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Phú Yên,,,,,,,,,,,,,,,,,,,,,"3,78",,,"3,39"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Khánh Hòa,,,,,,,,,,,,,,,,,,,,,"7,65",,,"3,56"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Ninh Thuận,,,,,,,,,,,,,,,,,,,,,"7,57",,,"4,70"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Bình Thuận,,,,,,,,,,,,,,,,,,,,,"2,26",,,"2,62"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Tây Nguyên,,,,,,,,,,,,,,,,,,,,,"3,56",,,"2,82"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Kon Tum,,,,,,,,,,,,,,,,,,,,,"1,23",,,"1,33"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Gia Lai,,,,,,,,,,,,,,,,,,,,,"2,45",,,"2,85"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Đắk Lắk,,,,,,,,,,,,,,,,,,,,,"6,87",,,"4,23"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Đắk Nông,,,,,,,,,,,,,,,,,,,,,"1,08",,,"1,06"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Lâm Đồng,,,,,,,,,,,,,,,,,,,,,"2,36",,,"2,31"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Đông Nam Bộ,,,,,,,,,,,,,,,,,,,,,"3,76",,,"1,39"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Bình Phước,,,,,,,,,,,,,,,,,,,,,"4,56",,,"4,96"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Tây Ninh,,,,,,,,,,,,,,,,,,,,,"2,03",,,"1,06"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Bình Dương,,,,,,,,,,,,,,,,,,,,,"4,95",,,"1,42"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Đồng Nai,,,,,,,,,,,,,,,,,,,,,"2,70",,,"1,22"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Bà Rịa - Vũng Tàu,,,,,,,,,,,,,,,,,,,,,"5,99",,,"1,33"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,TP. Hồ Chí Minh,,,,,,,,,,,,,,,,,,,,,"3,59",,,"1,04"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Đồng bằng sông Cửu Long,,,,,,,,,,,,,,,,,,,,,"4,33",,,"3,61"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Long An,,,,,,,,,,,,,,,,,,,,,"3,19",,,"3,01"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Tiền Giang,,,,,,,,,,,,,,,,,,,,,"6,53",,,"3,30"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Bến Tre,,,,,,,,,,,,,,,,,,,,,"4,40",,,"4,17"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Trà Vinh,,,,,,,,,,,,,,,,,,,,,"5,75",,,"3,65"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Vĩnh Long,,,,,,,,,,,,,,,,,,,,,"5,26",,,"4,86"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Đồng Tháp,,,,,,,,,,,,,,,,,,,,,"3,05",,,"2,68"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,An Giang,,,,,,,,,,,,,,,,,,,,,"4,97",,,"3,31"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Kiên Giang,,,,,,,,,,,,,,,,,,,,,"6,31",,,"6,78"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Cần Thơ,,,,,,,,,,,,,,,,,,,,,"2,16",,,"3,13"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Hậu Giang,,,,,,,,,,,,,,,,,,,,,"5,65",,,"3,10"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Sóc Trăng,,,,,,,,,,,,,,,,,,,,,"3,89",,,"3,55"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Bạc Liêu,,,,,,,,,,,,,,,,,,,,,"1,30",,,"1,59"
Tỷ lệ thiếu việc làm trong độ tuổi lao động phân theo địa phương. Đơn vị tính,Cà Mau,,,,,,,,,,,,,,,,,,,,,"2,39",,,"2,70"
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,TỔNG SỐ,,,,,,,,,,1.387,,2.0,,2.637,,3.098,,3.876,4.295,4.249,4.205,,,4.673
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Đồng bằng sông Hồng,,,,,,,,,,1.58,,2.351,,3.265,,3.883,,4.834,5.191,5.085,5.026,,,5.586
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Hà Nội,,,,,,,,,,2.013,,2.945,,4.113,,4.875,,6.054,6.403,6.205,6.002,,,6.423
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Vĩnh Phúc,,,,,,,,,,1.232,,1.867,,2.378,,2.86,,3.699,4.086,4.29,4.511,,,5.194
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Bắc Ninh,,,,,,,,,,1.646,,2.502,,3.512,,4.308,,5.446,5.714,5.439,4.917,,,5.47
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Quảng Ninh,,,,,,,,,,1.787,,2.557,,3.053,,3.747,,4.777,5.198,4.539,3.992,,,4.811
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Hải Dương,,,,,,,,,,1.306,,2.047,,2.755,,3.169,,3.693,4.091,4.388,4.304,,,4.936
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Hải Phòng,,,,,,,,,,1.694,,2.526,,3.923,,4.375,,5.116,5.576,5.199,5.093,,,5.897
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Hưng Yên,,,,,,,,,,1.199,,1.803,,2.192,,2.895,,3.843,4.183,4.043,4.192,,,4.747
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Thái Bình,,,,,,,,,,1.129,,1.729,,2.469,,2.812,,3.547,3.866,4.209,4.334,,,4.749
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Hà Nam,,,,,,,,,,1.15,,1.754,,2.198,,2.826,,3.608,3.928,4.029,4.372,,,4.745
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Nam Định,,,,,,,,,,1.237,,1.791,,2.816,,3.014,,3.384,3.684,4.096,4.413,,,5.1
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Ninh Bình,,,,,,,,,,1.202,,1.696,,2.215,,2.914,,3.778,3.997,3.904,4.282,,,4.893
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Trung du và miền núi phía Bắc,,,,,,,,,,905.0,,1.258,,1.613,,1.963,,2.455,2.64,2.745,2.837,,,3.17
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Hà Giang,,,,,,,,,,610.0,,850.0,,1.121,,1.324,,1.725,1.832,1.835,1.933,,,2.062
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Cao Bằng,,,,,,,,,,749.0,,1.054,,1.252,,1.643,,1.856,1.975,2.185,2.273,,,2.355
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Bắc Kạn,,,,,,,,,,776.0,,1.142,,1.216,,1.401,,1.945,2.071,2.192,2.125,,,2.342
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Tuyên Quang,,,,,,,,,,887.0,,1.162,,1.571,,1.759,,2.262,2.437,2.681,2.872,,,3.142
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Lào Cai,,,,,,,,,,819.0,,1.085,,1.468,,1.856,,2.324,2.54,2.427,2.515,,,2.881
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Yên Bái,,,,,,,,,,844.0,,1.114,,1.386,,1.805,,2.29,2.458,2.522,2.54,,,2.846
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Thái Nguyên,,,,,,,,,,1.149,,1.747,,2.238,,3.005,,4.015,4.279,3.806,3.814,,,4.587
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Lạng Sơn,,,,,,,,,,929.0,,1.212,,1.437,,1.684,,2.047,2.25,2.297,2.471,,,2.701
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Bắc Giang,,,,,,,,,,1.103,,1.568,,2.174,,2.778,,3.45,3.773,3.93,3.966,,,4.297
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Phú Thọ,,,,,,,,,,1.126,,1.579,,1.954,,2.375,,2.892,3.182,3.331,3.589,,,3.911
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Điện Biên,,,,,,,,,,611.0,,819.0,,1.2,,1.221,,1.477,1.583,1.737,1.821,,,2.08
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Lai Châu,,,,,,,,,,567.0,,758.0,,987.0,,1.312,,1.493,1.594,1.905,2.05,,,2.212
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Sơn La,,,,,,,,,,802.0,,1.02,,1.178,,1.288,,1.483,1.605,1.745,1.834,,,2.141
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Hòa Bình,,,,,,,,,,829.0,,1.219,,1.598,,1.925,,2.295,2.494,2.707,2.644,,,3.143
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Bắc Trung Bộ và Duyên hải miền Trung,,,,,,,,,,1.018,,1.505,,1.982,,2.358,,3.015,3.331,3.403,3.493,,,3.967
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Thanh Hóa,,,,,,,,,,840.0,,1.207,,1.635,,2.212,,3.015,3.277,3.51,3.652,,,4.309
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Nghệ An,,,,,,,,,,920.0,,1.367,,1.583,,1.82,,2.543,2.794,3.004,3.095,,,3.629
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Hà Tĩnh,,,,,,,,,,840.0,,1.299,,1.81,,2.078,,2.844,3.123,3.23,2.981,,,3.486
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Quảng Bình,,,,,,,,,,950.0,,1.41,,1.837,,2.256,,2.666,2.928,3.15,3.338,,,3.625
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Quảng Trị,,,,,,,,,,951.0,,1.3,,1.673,,2.044,,2.543,2.762,2.853,3.026,,,3.382
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Thừa Thiên-Huế,,,,,,,,,,1.058,,1.747,,2.175,,2.604,,3.084,3.423,3.212,3.525,,,4.281
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Đà Nẵng,,,,,,,,,,1.897,,2.865,,3.612,,4.441,,5.506,6.057,5.284,5.23,,,5.807
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Quảng Nam,,,,,,,,,,935.0,,1.376,,1.784,,2.187,,2.906,3.192,3.555,3.653,,,3.825
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Quảng Ngãi,,,,,,,,,,909.0,,1.3,,1.619,,2.153,,2.9,3.084,3.159,3.219,,,3.717
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Bình Định,,,,,,,,,,1.15,,1.719,,2.346,,2.605,,3.024,3.355,3.441,3.469,,,3.897
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Phú Yên,,,,,,,,,,1.013,,1.44,,1.979,,2.358,,2.837,3.08,3.224,3.296,,,3.475
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Khánh Hòa,,,,,,,,,,1.258,,1.896,,2.67,,2.891,,3.455,3.797,3.153,3.236,,,3.729
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Ninh Thuận,,,,,,,,,,947.0,,1.637,,2.331,,2.34,,2.631,2.834,2.918,2.855,,,3.04
Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo địa phương chia theo Địa phương,Bình Thuận,,,,,,,,,,1.16,,1.747,,2.395,,2.714,,3.445,3.718,3.981,4.077,,,4.307
