Main_Feature,Province,Sub_Feature,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2021,2022,Sơ bộ 2022
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",TỔNG SỐ,,,,,,,,,,1.387,,2.0,,2.637,,3.098,,3.876,4.295,4.249,4.205,,,4.673
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Đồng bằng sông Hồng,,,,,,,,,,1.58,,2.351,,3.265,,3.883,,4.834,5.191,5.085,5.026,,,5.586
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Hà Nội,,,,,,,,,,2.013,,2.945,,4.113,,4.875,,6.054,6.403,6.205,6.002,,,6.423
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Vĩnh Phúc,,,,,,,,,,1.232,,1.867,,2.378,,2.86,,3.698,4.086,4.29,4.511,,,5.194
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Bắc Ninh,,,,,,,,,,1.646,,2.502,,3.512,,4.308,,5.445,5.714,5.439,4.917,,,5.47
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Quảng Ninh,,,,,,,,,,1.787,,2.557,,3.053,,3.747,,4.777,5.198,4.539,3.992,,,4.811
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Hải Dương,,,,,,,,,,1.306,,2.047,,2.755,,3.169,,3.693,4.091,4.388,4.304,,,4.936
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Hải Phòng,,,,,,,,,,1.694,,2.526,,3.923,,4.375,,5.116,5.576,5.199,5.093,,,5.897
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Hưng Yên,,,,,,,,,,1.199,,1.803,,2.192,,2.895,,3.843,4.183,4.043,4.192,,,4.747
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Thái Bình,,,,,,,,,,1.129,,1.729,,2.469,,2.812,,3.547,3.866,4.209,4.334,,,4.749
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Hà Nam,,,,,,,,,,1.15,,1.754,,2.198,,2.826,,3.608,3.928,4.029,4.372,,,4.745
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Nam Định,,,,,,,,,,1.237,,1.791,,2.816,,3.014,,3.383,3.684,4.096,4.413,,,5.1
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Ninh Bình,,,,,,,,,,1.202,,1.696,,2.215,,2.914,,3.777,3.997,3.904,4.282,,,4.893
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Trung du và miền núi phía Bắc,,,,,,,,,,905.0,,1.258,,1.613,,1.963,,2.455,2.64,2.745,2.837,,,3.17
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Hà Giang,,,,,,,,,,610.0,,850.0,,1.121,,1.324,,1.725,1.832,1.835,1.933,,,2.062
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Cao Bằng,,,,,,,,,,749.0,,1.054,,1.252,,1.643,,1.856,1.975,2.185,2.273,,,2.355
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Bắc Kạn,,,,,,,,,,776.0,,1.142,,1.216,,1.401,,1.945,2.071,2.192,2.125,,,2.342
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Tuyên Quang,,,,,,,,,,887.0,,1.162,,1.571,,1.759,,2.261,2.437,2.681,2.872,,,3.142
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Lào Cai,,,,,,,,,,819.0,,1.085,,1.468,,1.856,,2.324,2.54,2.427,2.515,,,2.881
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Yên Bái,,,,,,,,,,844.0,,1.114,,1.386,,1.805,,2.289,2.458,2.522,2.54,,,2.846
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Thái Nguyên,,,,,,,,,,1.149,,1.747,,2.238,,3.005,,4.014,4.279,3.806,3.814,,,4.587
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Lạng Sơn,,,,,,,,,,929.0,,1.212,,1.437,,1.684,,2.047,2.25,2.297,2.471,,,2.701
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Bắc Giang,,,,,,,,,,1.103,,1.568,,2.174,,2.778,,3.45,3.773,3.93,3.966,,,4.297
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Phú Thọ,,,,,,,,,,1.126,,1.579,,1.954,,2.375,,2.892,3.182,3.331,3.589,,,3.911
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Điện Biên,,,,,,,,,,611.0,,819.0,,1.2,,1.221,,1.477,1.583,1.737,1.821,,,2.08
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Lai Châu,,,,,,,,,,567.0,,758.0,,987.0,,1.312,,1.492,1.594,1.905,2.05,,,2.212
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Sơn La,,,,,,,,,,802.0,,1.02,,1.178,,1.288,,1.483,1.605,1.745,1.834,,,2.141
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Hòa Bình,,,,,,,,,,829.0,,1.219,,1.598,,1.925,,2.295,2.494,2.707,2.644,,,3.143
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Bắc Trung Bộ và Duyên hải miền Trung,,,,,,,,,,1.018,,1.505,,1.982,,2.358,,3.015,3.331,3.403,3.493,,,3.967
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Thanh Hóa,,,,,,,,,,840.0,,1.207,,1.635,,2.212,,3.014,3.277,3.51,3.652,,,4.309
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Nghệ An,,,,,,,,,,920.0,,1.367,,1.583,,1.82,,2.542,2.794,3.004,3.095,,,3.629
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Hà Tĩnh,,,,,,,,,,840.0,,1.299,,1.81,,2.078,,2.844,3.123,3.23,2.981,,,3.486
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Quảng Bình,,,,,,,,,,950.0,,1.41,,1.837,,2.256,,2.666,2.928,3.15,3.338,,,3.625
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Quảng Trị,,,,,,,,,,951.0,,1.3,,1.673,,2.044,,2.542,2.762,2.853,3.026,,,3.382
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Thừa Thiên-Huế,,,,,,,,,,1.058,,1.747,,2.175,,2.604,,3.084,3.423,3.212,3.525,,,4.281
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Đà Nẵng,,,,,,,,,,1.897,,2.865,,3.612,,4.441,,5.506,6.057,5.284,5.23,,,5.807
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Quảng Nam,,,,,,,,,,935.0,,1.376,,1.785,,2.187,,2.905,3.192,3.555,3.653,,,3.825
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Quảng Ngãi,,,,,,,,,,909.0,,1.3,,1.619,,2.153,,2.899,3.084,3.159,3.219,,,3.717
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Bình Định,,,,,,,,,,1.15,,1.719,,2.346,,2.605,,3.024,3.355,3.441,3.469,,,3.897
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Phú Yên,,,,,,,,,,1.013,,1.44,,1.979,,2.358,,2.837,3.08,3.224,3.296,,,3.475
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Khánh Hòa,,,,,,,,,,1.258,,1.896,,2.67,,2.891,,3.455,3.797,3.153,3.236,,,3.729
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Ninh Thuận,,,,,,,,,,947.0,,1.637,,2.331,,2.34,,2.631,2.834,2.918,2.855,,,3.04
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Bình Thuận,,,,,,,,,,1.16,,1.747,,2.395,,2.714,,3.444,3.718,3.981,4.077,,,4.307
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Tây Nguyên,,,,,,,,,,1.088,,1.643,,2.008,,2.366,,2.896,3.095,2.814,2.856,,,3.282
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Kon Tum,,,,,,,,,,947.0,,1.294,,1.587,,1.951,,2.007,2.147,2.375,2.517,,,2.927
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Gia Lai,,,,,,,,,,1.027,,1.563,,1.76,,1.95,,2.586,2.755,2.314,2.329,,,2.567
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Đắk Lắk,,,,,,,,,,1.068,,1.639,,1.988,,2.329,,2.747,2.997,2.715,2.811,,,3.238
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Đắk Nông,,,,,,,,,,1.039,,1.611,,1.824,,2.335,,3.029,3.234,2.809,2.745,,,3.183
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Lâm Đồng,,,,,,,,,,1.257,,1.848,,2.499,,2.979,,3.64,3.929,3.742,3.718,,,4.428
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Đông Nam Bộ,,,,,,,,,,2.304,,3.173,,4.125,,4.662,,5.709,6.28,6.025,5.794,,,6.334
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Bình Phước,,,,,,,,,,1.526,,2.218,,2.693,,3.148,,3.603,3.881,4.039,4.002,,,4.592
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Tây Ninh,,,,,,,,,,1.435,,2.1,,2.796,,3.391,,4.258,4.549,4.246,4.036,,,4.617
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Bình Dương,,,,,,,,,,2.698,,3.568,,3.769,,5.005,,6.823,7.433,7.034,7.123,,,8.076
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Đồng Nai,,,,,,,,,,1.763,,2.577,,3.504,,4.328,,5.299,5.86,5.621,5.751,,,6.346
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Bà Rịa - Vũng Tàu,,,,,,,,,,1.695,,2.904,,3.752,,4.413,,4.881,5.31,4.61,4.419,,,4.815
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",TP. Hồ Chí Minh,,,,,,,,,,2.737,,3.653,,4.84,,5.109,,6.177,6.758,6.537,6.008,,,6.392
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Đồng bằng sông Cửu Long,,,,,,,,,,1.247,,1.797,,2.327,,2.778,,3.588,3.886,3.873,3.713,,,4.077
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Long An,,,,,,,,,,1.289,,1.956,,2.43,,3.242,,4.215,4.544,4.232,3.725,,,3.865
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Tiền Giang,,,,,,,,,,1.313,,1.941,,2.596,,3.139,,3.983,4.296,4.534,3.932,,,4.118
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Bến Tre,,,,,,,,,,1.2,,1.58,,2.162,,2.45,,3.408,3.685,3.544,3.367,,,3.84
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Trà Vinh,,,,,,,,,,1.089,,1.398,,2.098,,2.22,,2.869,3.138,3.437,3.29,,,3.711
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Vĩnh Long,,,,,,,,,,1.239,,1.744,,2.204,,2.378,,3.089,3.329,3.201,3.173,,,3.502
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Đồng Tháp,,,,,,,,,,1.138,,1.666,,2.134,,2.691,,3.499,3.777,3.965,4.199,,,4.547
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",An Giang,,,,,,,,,,1.319,,1.871,,2.472,,2.892,,3.559,3.841,3.338,3.406,,,3.646
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Kiên Giang,,,,,,,,,,1.316,,1.963,,2.642,,3.016,,3.779,4.079,4.369,3.986,,,4.287
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Cần Thơ,,,,,,,,,,1.54,,2.325,,2.673,,3.365,,4.371,4.713,5.031,4.794,,,5.324
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Hậu Giang,,,,,,,,,,1.098,,1.527,,2.088,,2.611,,3.548,3.871,3.974,3.761,,,4.185
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Sóc Trăng,,,,,,,,,,1.029,,1.324,,1.913,,2.548,,3.652,3.898,3.635,3.246,,,3.651
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Bạc Liêu,,,,,,,,,,1.273,,2.035,,2.214,,2.319,,2.699,2.965,3.338,3.642,,,4.305
"Thu nhập bình quân đầu người một tháng theo giá hiện hành phân theo trungn bình 5 nhóm thu nhập và phân theo địa phương chia theo Địa phương, Nhóm thu nhập và Năm",Cà Mau,,,,,,,,,,1.25,,1.779,,2.154,,2.372,,2.986,3.214,3.034,3.239,,,3.768
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,CẢ NƯỚC,,,,,,,,,,,,,,,,,,,,,"26,13",,,"26,44"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Đồng bằng sông Hồng,,,,,,,,,,,,,,,,,,,,,"36,96",,,"37,14"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Hà Nội,,,,,,,,,,,,,,,,,,,,,"50,27",,,"50,30"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Vĩnh Phúc,,,,,,,,,,,,,,,,,,,,,"34,68",,,"34,89"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Bắc Ninh,,,,,,,,,,,,,,,,,,,,,"33,49",,,"34,42"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Quảng Ninh,,,,,,,,,,,,,,,,,,,,,"41,39",,,"41,78"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Hải Dương,,,,,,,,,,,,,,,,,,,,,"30,40",,,"29,69"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Hải Phòng,,,,,,,,,,,,,,,,,,,,,"36,01",,,"36,45"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Hưng Yên,,,,,,,,,,,,,,,,,,,,,"26,66",,,"28,14"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Thái Bình,,,,,,,,,,,,,,,,,,,,,"19,34",,,"19,58"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Hà Nam,,,,,,,,,,,,,,,,,,,,,"27,57",,,"27,60"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Nam Định,,,,,,,,,,,,,,,,,,,,,"22,01",,,"21,50"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Ninh Bình,,,,,,,,,,,,,,,,,,,,,"31,74",,,"31,79"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Trung du và miền núi phía Bắc,,,,,,,,,,,,,,,,,,,,,"25,89",,,"26,36"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Hà Giang,,,,,,,,,,,,,,,,,,,,,"19,54",,,"20,64"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Cao Bằng,,,,,,,,,,,,,,,,,,,,,"24,70",,,"25,57"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Bắc Kạn,,,,,,,,,,,,,,,,,,,,,"27,02",,,"27,58"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Tuyên Quang,,,,,,,,,,,,,,,,,,,,,"23,07",,,"21,63"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Lào Cai,,,,,,,,,,,,,,,,,,,,,"24,59",,,"22,74"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Yên Bái,,,,,,,,,,,,,,,,,,,,,"22,20",,,"22,90"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Thái Nguyên,,,,,,,,,,,,,,,,,,,,,"35,40",,,"35,93"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Lạng Sơn,,,,,,,,,,,,,,,,,,,,,"27,80",,,"28,50"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Bắc Giang,,,,,,,,,,,,,,,,,,,,,"26,72",,,"32,00"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Phú Thọ,,,,,,,,,,,,,,,,,,,,,"34,59",,,"33,21"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Điện Biên,,,,,,,,,,,,,,,,,,,,,"18,78",,,"18,05"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Lai Châu,,,,,,,,,,,,,,,,,,,,,"25,61",,,"23,84"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Sơn La,,,,,,,,,,,,,,,,,,,,,"16,78",,,"18,51"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Hòa Bình,,,,,,,,,,,,,,,,,,,,,"23,63",,,"23,85"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Bắc Trung Bộ và duyên hải miền Trung,,,,,,,,,,,,,,,,,,,,,"25,75",,,"26,69"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Thanh Hóa,,,,,,,,,,,,,,,,,,,,,"25,14",,,"26,40"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Nghệ An,,,,,,,,,,,,,,,,,,,,,"23,37",,,"25,29"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Hà Tĩnh,,,,,,,,,,,,,,,,,,,,,"30,48",,,"30,80"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Quảng Bình,,,,,,,,,,,,,,,,,,,,,"26,53",,,"26,98"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Quảng Trị,,,,,,,,,,,,,,,,,,,,,"27,70",,,"27,09"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Thừa Thiên - Huế,,,,,,,,,,,,,,,,,,,,,"28,73",,,"29,81"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Đà Nẵng,,,,,,,,,,,,,,,,,,,,,"48,14",,,"48,54"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Quảng Nam,,,,,,,,,,,,,,,,,,,,,"26,57",,,"26,66"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Quảng Ngãi,,,,,,,,,,,,,,,,,,,,,"26,12",,,"25,19"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Bình Định,,,,,,,,,,,,,,,,,,,,,"24,96",,,"25,01"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Phú Yên,,,,,,,,,,,,,,,,,,,,,"21,62",,,"21,67"
Tỷ lệ lao động từ 15 tuổi trở lên đã qua đào tạo phân theo địa phương. Đơn vị tính,Khánh Hòa,,,,,,,,,,,,,,,,,,,,,"25,57",,,"25,30"
