Main_Feature,Province,Sub_Feature,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Sơ bộ 2021,2022,Sơ bộ 2022
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bắc Ninh,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Quảng Ninh,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hải Dương,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hải Phòng,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hưng Yên,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Thái Bình,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hà Nam,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Nam Định,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Ninh Bình,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Trung du và miền núi phía Bắc,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hà Giang,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Cao Bằng,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bắc Kạn,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Tuyên Quang,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Lào Cai,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Yên Bái,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Thái Nguyên,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Lạng Sơn,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bắc Giang,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Phú Thọ,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Điện Biên,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Lai Châu,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Sơn La,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hòa Bình,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bắc Trung Bộ và Duyên hải miền Trung,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Thanh Hóa,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Nghệ An,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hà Tĩnh,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Quảng Bình,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Quảng Trị,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Thừa Thiên-Huế,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đà Nẵng,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Quảng Nam,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Quảng Ngãi,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bình Định,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Phú Yên,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Khánh Hòa,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Ninh Thuận,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bình Thuận,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Tây Nguyên,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Kon Tum,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Gia Lai,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đắk Lắk,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đắk Nông,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Lâm Đồng,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đông Nam Bộ,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bình Phước,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Tây Ninh,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bình Dương,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đồng Nai,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bà Rịa - Vũng Tàu,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",TP. Hồ Chí Minh,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đồng bằng sông Cửu Long,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Long An,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Tiền Giang,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bến Tre,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Trà Vinh,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Vĩnh Long,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đồng Tháp,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",An Giang,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Kiên Giang,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Cần Thơ,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hậu Giang,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Sóc Trăng,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bạc Liêu,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Cà Mau,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về tai nạn giao thông phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Khác,,,,,,,,,,,,,,,,,,,,,,,,
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",TỔNG SỐ,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"1.761,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đồng bằng sông Hồng,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"591,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hà Nội,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"387,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Vĩnh Phúc,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"29,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bắc Ninh,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"24,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Quảng Ninh,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"28,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hải Dương,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"8,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hải Phòng,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"77,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hưng Yên,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"19,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Thái Bình,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"2,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hà Nam,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"6,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Nam Định,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"5,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Ninh Bình,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"6,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Trung du và miền núi phía Bắc,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"209,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hà Giang,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"23,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Cao Bằng,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"6,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bắc Kạn,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"12,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Tuyên Quang,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"5,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Lào Cai,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"16,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Yên Bái,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"30,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Thái Nguyên,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"46,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Lạng Sơn,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"9,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bắc Giang,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"16,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Phú Thọ,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"17,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Điện Biên,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"7,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Lai Châu,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"11,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Sơn La,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"4,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hòa Bình,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"7,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bắc Trung Bộ và Duyên hải miền Trung,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"526,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Thanh Hóa,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"68,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Nghệ An,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"69,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hà Tĩnh,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"71,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Quảng Bình,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"13,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Quảng Trị,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"64,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Thừa Thiên-Huế,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"18,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đà Nẵng,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"73,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Quảng Nam,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"22,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Quảng Ngãi,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"31,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bình Định,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"34,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Phú Yên,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"8,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Khánh Hòa,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"15,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Ninh Thuận,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"7,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bình Thuận,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"33,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Tây Nguyên,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"89,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Kon Tum,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"16,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Gia Lai,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"25,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đắk Lắk,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"23,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đắk Nông,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"6,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Lâm Đồng,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"19,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đông Nam Bộ,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"270,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bình Phước,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"7,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Tây Ninh,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"7,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bình Dương,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"17,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đồng Nai,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"31,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bà Rịa - Vũng Tàu,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"8,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",TP. Hồ Chí Minh,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"200,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đồng bằng sông Cửu Long,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"76,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Long An,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"5,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Tiền Giang,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"15,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bến Tre,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"6,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Trà Vinh,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"3,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Vĩnh Long,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"4,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đồng Tháp,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"8,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",An Giang,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"0,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Kiên Giang,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"6,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Cần Thơ,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"15,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hậu Giang,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"4,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Sóc Trăng,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"3,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bạc Liêu,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"1,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Cà Mau,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"6,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Khác,Số người chết (người),,,,,,,,,,,,,,,,,,,,,,"7,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",TỔNG SỐ,Số người bị thương (Người),,,,,,,,,,,,,,,,,,,,,,"119,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Đồng bằng sông Hồng,Số người bị thương (Người),,,,,,,,,,,,,,,,,,,,,,"32,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hà Nội,Số người bị thương (Người),,,,,,,,,,,,,,,,,,,,,,"24,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Vĩnh Phúc,Số người bị thương (Người),,,,,,,,,,,,,,,,,,,,,,"0,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Bắc Ninh,Số người bị thương (Người),,,,,,,,,,,,,,,,,,,,,,"0,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Quảng Ninh,Số người bị thương (Người),,,,,,,,,,,,,,,,,,,,,,"1,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hải Dương,Số người bị thương (Người),,,,,,,,,,,,,,,,,,,,,,"0,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hải Phòng,Số người bị thương (Người),,,,,,,,,,,,,,,,,,,,,,"3,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Hưng Yên,Số người bị thương (Người),,,,,,,,,,,,,,,,,,,,,,"3,0",
"Một số chỉ tiêu về vụ cháy, nổ phân theo địa phương chia theo Địa phương, Năm và Chỉ tiêu",Thái Bình,Số người bị thương (Người),,,,,,,,,,,,,,,,,,,,,,"0,0",
